"NUMER","COD","LIB","MR","MD","ML","ANNEE","DATF","COMPT"
"1250","624000","Entretien, réparations et maintenance","0","540382067,96","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1251","626530","Abonnements","0","44809845","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1252","628100","Frais de communications et télécommunications","0","113721025","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1253","631000","Frais bancaire","0","3568000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1254","632540A","Frais de contentieux DBLF","0","51496410","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1255","632540B","Frais de contentieux Kin Ville","0","861698386,5","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1256","632831","Frais médicaux","0","264575327,75","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1257","632840","Frais de gardiennage et sécurité","0","2620000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1258","632860","Frais d’impression, reproduction et reliure","0","20114000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1259","638410","Frais de mission intérieur","0","33818600","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1260","659800","Autres charges","0","1107842787,74","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1261","661257","Prime du comptable","0","7000000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1262","661273","Prime amendes transactionnelles","0","12450000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1263","663841","Collations","0","229957500","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1264","668340","Frais funéraires et assistance deuil","0","131842900","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1265","668360","Aide & secours","0","8929000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1266","661272","Prime de surveillance SEP","0","126723995","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
"1267","-","FONCTIONNEMENT","0","161700000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","2023","02/01/2024","KASANGANDJO - WANDUMA"
