"NUMERO","Code_Rubrique","NP","LIB","MT","MOIS","ANNE","MOISAN","CODE","DAT","COMPT","DAF","DP"
"33","","11","Reliure différents rapports et notes
","500000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"34","","11","Rencontres locales
","1350500","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"35","","11","Achat matériels électriques 
","1970500","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"36","","11","Achat boîtes de lait nido
","395000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"37","","11","Frais de réparation pneus véhicules
","550000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"38","","11","Frais pour travaux d'aménagement guérite policiers","615600","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"39","","11","Salubrité spéciale de la cour KV
","500000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"40","","11","Achat fournitures et consommables informatiques
","3865200","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"41","","11","Frais d'entretien frigos bureaux
","340000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"42","","11","Manutention archives
","900000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"43","","11","Achat lubrifiant charroi auto
","1650000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"44","","11","Frais d'entretien splits bureaux
","380000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"45","","11","Frais de nettoyage rideaux
 bureaux SDA, SDAF et ITVRO","275800","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"46","","11","Contribution de la DP aux obsèques de l'agent Bolonga 
","2000000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"47","","11","Achat pièces de rechanges pour bus 2286","1882800","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"48","","11","Achat cric pour jeep Hyundai","187000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"49","","11","Achat dictionnaire Français-Anglais","212000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"51","","11","Achat pièces de rechange pour véhicule","1253220","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"52","","11","Frais pour acquisition groupe électrogène de 5 KVA pour le poste de Mitendi","1985000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","07/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"53","","11","Achat articles en PVC","955600","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"54","","11","Achat jantes pour véhicules","1100000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"56","","11","Complément ration pour les policiers de garde KV
","500000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"57","","11","Achat 2 Lap Top","3507000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"59","","11","Achat cadenas pour les malles des archives
","210000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"60","","11","Frais pour la réparation de la toiture du bureau de la Brigade","1850000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"61","","11","Frais d'intervention services extérieurs
","1500000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"62","","11","Achat photocopieuse canon 5250
","2990000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"63","","11","Frais de réparation des étagères bureaux
","360000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"64","","11","Achat pompes à eau pour véhicule
","980000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"66","","11","Achat toners en couleur
","1980000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"67","","11","Achat Home box Africell ","127500","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"68","","11","Complément transport aux nettoyeurs
","500000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"69","","11","Achat pompe d'amortissage pour jeep
","450000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"70","","11","Achat équipements des nettoyeurs
","739130","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"71","","11","Achat régulateur de tension et cartes mémoire groupe électrogène
","3980000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"73","","11","Frais de réparation,tarage pompe d'injection et achat radio jeep 5596
","1720800","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"74","","11","Achat Anios gel ","2625000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"75","","11","Désinfection et dératisation bureau GU
","1980400","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"76","","11","Achat unités de tambours 10A MF 201A
 ","750500","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"77","","11","Achat tuyau pour arrossage 
","80000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"78","","11","Achat phares pour véhicule","980500","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"79","","11","Frais d'entretien photocopieuse
","254000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"80","","11","Achat rotules de direction jeep 5604
","987000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"81","","11","Achat courroies dentées ","254150","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"82","","11","Mise en service de l'ordinateur bureau DP","205000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"83","","11","Achat 02 fontaines pour bureaux
","925500","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"84","","11","Achat sabots de frein jeep 8608","975000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"85","","11","Paiement factures de la Regideso Kin -Ville et Guichet-Unique(Mois de Novembre 2022)","1800000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"86","","11","Paiement facture IK service ,ramassage des immondices au Guichet-Unique (Novembre 2022)","220000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"87","","11","Paiement loyer bureau Mitendi (Mois de Novembre 2022)","800000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"88","","11","Frais de communication Unité genre","500000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"89","","11","Frais de communication IRHL","200000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"90","","11","Frais de communication IRT","300000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"91","","11","Frais de communication IFI","500000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"92","","11","Frais d'approvisionnement Frigos bureaux","1260000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"93","","11","Frais de salubrité de la cour/KV","160000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"94","","11","Rétribution aux nettoyeurs","2750000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"95","","11","Achat produits d'entretien bureaux","1200000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"96","","11","Achat fournitures de bureaux","15200000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"97","","11","Frais de fonctionnement bureau du DP","3500000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"98","","11","Frais pour courses de service  IRT","2448000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"99","","11","Frais de dépôt et  transmission de courriers sec.DP,SDAF,SDA,SDRF et SDBLF","4600000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"100","","11","Frais de gardiennage véhicules","280000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"101","","11","Collation hébdomadaire  aux policiers de garde","1000000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"102","","11","Achat carburant charroi-auto","22677450","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"103","","11","Frais de transport aux nettoyeurs","980000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"104","","11","Frais de restauration  aux policiers de garde","215000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"105","","11","Prime du comptable ","700000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"106","","11","Frais d'abonnement Internet (  Microcom et Orange)","2312100","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"107","","11","Frais de fonctionnement bureau LEREXCOM","500000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"108","","11","Frais de fonctionnement Guichet -unique","3500000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"109","","11","Frais de fonctionnement Beach-Ngobila","1500000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"110","","11","Frais de fonctionnement bureau NOCAFEX","500000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"111","","11","Frais de fonctionnement SEP","2000000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"112","","11","Frais de fonctionnement Délégation syndicale","1000000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"113","","11","Frais d'abonnement Canal Sat","748000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"114","","11","Collation mensuelle  alloueé aux policiers commis à la garde de canots rapides au Beach- Ngobila (Mois de Décembre 2022)","1050000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"116","","11","Collation mensuelle  aux policiers de garde","3000000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"117","","11","Frais de recherche pour la lutte contre la fraude","2000000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"118","","11","Frais d'élaboration rapport de paie ","600000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"119","","11","Frais de communication de la délégation syndicale","460000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"120","","11","Frais de nettoyage de 02 Bus tata","120000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"121","","11","Frais de communication aux Sous-directions","7000000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"122","","11","Paiement facture SCPT,consommation de l'énergie électrique au Guichet-Unique(Mois de Mai 2022","4869280","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"123","","11","Frais de communication secrétariat du DP","230000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"124","","11","Frais pour soins médicaux","15000000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"125","","11","Autres cas sociaux","17500000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"126","","11","Achat kit complet des croisions pour le Bus N°2006AB","351390","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"127","","11","Frais d'entretien moquette (Mois de Décembre 2022)","735000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"128","","11","Frais d'entretien jeep N°7252","399000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"129","","11","Achat batterie 95 AH pour la jeep N°7252","273000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"130","","11","Frais de réparation et achat pièces de rechange pour la jeep N°8780 ","903000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"132","","11","Achat malles pour archives
","1500000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"133","","11","Achat disque de roue pour jeep
","724000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"134","","11","Achat sacs vides et cordes pour emballages","200000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"135","","11","Achat récipiants et matériels de nettoyage 
","847000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"136","","11","Frais d'implantation protocole réseaux 
","614500","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"137","","11","Frais de réparation du système d'alimentation et achat rétroviseurs 0648","1850500","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"138","","11","Frais d'alimentation et configuration réseaux sydonia bureaux IST et ITVRO
","700500","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"139","","11","Achat serrures de sécurités
","420000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"140","","11","Achat extincteurs
","788500","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"141","","11","Frais de réparation et entretien imprimantes fonds social","145800","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"142","","11","Frais d'impression cartes de visites pour IFI
","210000","DECEMBRE","2022","","PROGRAMMATION LUMUMBA","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"143","","11","Collation pour travaux intensifs sur l'élaboration du rapport d'activités (Mois d'Octobre 2022)","1575000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"144","","11","Achat boite de vitesse automatique d'occasion jeep HYUNDAI","6090000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"145","","11","Collation aux membres de la commmision de descipline dossier NGEPA ","1680000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"146","","11","Collation aux membres de la commission de discipline dossier Kikadilu,...(acompte) ","1198000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"147","","11","Achat Frigo et rideaux Store pour le bureaux SDA","798750","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"148","","11","Achat 01 ordinaire portable LENOVO pour IRHEL","1128750","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"149","","11","Collation pour travaux intensifs sur l'élaboration  du rapport d'activités (Mois d'AOUT 2022)","2646500","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"150","","11","Collation pour travaux intensifs sur l'élaboration du rapport d'activités (Mois de Septembre 2022)","1860000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"151","","11","Collation accordée aux agents ayant assuré la permanence pour la vugarisation de l'outil de Gestion/OMD ","1490000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"153","","11","Achat table de bureau pour l'inspection des finances internes","1820000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"154","","11","Collation pour travaux extraordinaires du Dimanche 20/11/2022","940000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"155","","11","Etat de paie pour l'évacuation de malles des archives de la DGDA à l'entrepot ELIT","310000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"156","","11","Etat de paie pour l'0rdre de mission N°239/2022 (Bamwe,Emangandji etKulemfuka)","483300","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"157","","11","Achat 01 chaise en cuir pour le bureau du SDRF","1440000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"158","","11","Frais d'entretien  et achat des plaquettes de frein ","699000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"159","","11","Achat d'un jeu de rotules de direction pour la jeep n°8236","525000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"160","","11","Frais de réparation  et achat pièces de recharge  pour les 02 jeeps N°4306 et N°4402","1680000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"162","","11","Paiement main d'oevre pour l'entretien split au bureau Fonds social ,éclairage dans le bureau IRHEL et IRT","80000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"163","","11","Achat 02 cables de frein  à main pour la jeep n°4393","315000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"164","","11","Frais d'installation de Microsoft office 2013   ","63000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"165","","11","Achat 01 jante et 01 pneus 750/16 pour la jeep n°4393","714000","DECEMBRE","2022","","PROGRAMMATION EVE","08/12/2022 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
