"NUMERO","Code_Rubrique","NP","LIB","MT","MOIS","ANNE","MOISAN","CODE","DAT","COMPT","DAF","DP"
"1922","","11","Réparation et entretien des imprimantes des bureaux
","712800","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1923","","11","Achat pièces de rechanges jeep 7252
","1875900","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1924","","11","Achat sachets sucre et complement
","125000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1925","","11","Achat retroviseurs jeep 5604
","320000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1926","","11","Achat rotules de directeurs 4393
","999100","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1927","","11","Achat serrures de sécurités
","700500","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1928","","11","Achat et installation splits 18.000 BTU 

","2850500","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1929","","11","Travaux d'assainissement au GU
","1500000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1930","","11","Frais d'intervention services extérieurs
","3000000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1931","","11","Achat filtres à huile et gasoil GE/KV
","1057500","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1932","","11","Achat malles pour archives 
","1500000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1933","","11","Achat graisse pour charroi
","945000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1934","","11","Désinfection et dératisation bureau TCPK
","2675000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1935","","11","Achat jantes pour jeeps
","1742400","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1936","","11","Achat chambres à air pour jeeps
","243000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1938","","11","Frais d'entretien splits bureaux
","560700","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1939","","11","Achat pneus 750 R16 
jeep 5598","3042000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1940","","11","Achat destructeurs à papiers
","1282000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1941","","11","Achat sacs vide et cordes pour emballage archives
","400000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1942","","11","Achat indicateurs de courriers
","845000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1943","","11","Achat 3 imprimantes Laser HP multifonction
","3450000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1944","","11","Achat 2 Lap top
","3780000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1945","","11","Achat disks dur pour ordinateurs
","405000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1946","","11","Achat phares pour bus
","746700","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1947","","11","Collation aux cadres et agents pour élaboration de statistiques de recettes connexes
","2800000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1948","","11","Frais de débouchage toilettes rez-de-chaussé
","854500","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1950","","11","Achat 2 licences windows
","540000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1951","","11","Tarage pompe d'injection & accessoires jeep 8236
","1879800","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1952","","11","Achat évaporateur et accessoires jeep 5604
","835200","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1953","","11","Achat 12 impermeables pour les policiers de garde
","427000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1954","","11","Achat pendules pour bureaux
","270000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1955","","11","Achat pièces de rechanges et réparation boîte de vitesse fourgonnette","2734100","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","14/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1956","","11","Achat lubrifiant charroi
","2650000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","15/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1959","","11","Achat 01 onduleur K1VA bureau Lerexcom
","2337500","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","18/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1960","","11","Achat pièces de rechanges bus 2006
","2554800","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","18/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1961","","11","Achat chaises bureau
","760500","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","18/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","NTAMBUE KANKU"
"1962","","11","Achat pièces de rechanges et réparation bus n° 0648
","2680900","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1963","","11","Achat jantes 1000/20
","2000000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1964","","11","Achat machine à compter l'argent 
","560800","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1965","","11","Complément ration des policiers
","525000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1966","","11","Achat signataires
","550000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1967","","11","Achat photocopieuse canon C-VX 220

","3460000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1968","","11","Achat scanner canon LIDE 300 pour SDAF
","634300","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1969","","11","Achat toners C-VX 33 2520
","1550000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1970","","11","Achat différentiel pour jeep 4393

","1987400","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1971","","11","Achat chambre à air pour jeep 7252
","267000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1972","","11","Achat 3 switchs à multiples pôles
","885700","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1973","","11","Motivation aux policiers commis à la surveillance des canots rapides
","500000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1974","","11","Achat batterie 12V SEA LED pour onduleur
","1810500","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1975","","11","Reliure rapports
","255000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1976","","11","Achat ampoules LED 
","1375000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1977","","11","Achat 2 touques en PVC 
","500000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1978","","11","Frais d'intervention services extérieurs
","2000000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1979","","11","Achat carte logique pour imprimante bureau IFI
","150000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1980","","11","Achat pièces de rechanges pour jeep 4402
","1689750","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1981","","11","Frais de fréparation installations sanitaires 
","870400","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1982","","11","Restauration rencontres de service
","1742300","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1983","","11","Achat huile moteur pour charroi
","1123250","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1984","","11","Frais de réparation pneus
","150000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1985","","11","Achat sonneries électriques poiur bureaux
","270000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1986","","11","Frais de réparation et entretien splits bureaux IFI et IRHEL
","370000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1987","","11","Complément fournitures de bureaux
","2870400","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1988","","11","Achat sacs vides et cordes pour emballages archives 
","450000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1989","","11","Achat 2 pneus 1000/20 pour bus 
","1086000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1990","","11","Frais de recherche pour la lutte contre la fraude le long du fleuve
","1800000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1991","","11","Achat matériels électriques pour retablir le courant au bâtiment
","1237300","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1992","","11","Achat armoires pour bureaux
","1599600","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1993","","11","Achat batterie pour GE/GU
","517200","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1994","","11","Achat malles pour archives
","1400000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1995","","11","Frais de réparation photocopieuses 
","596000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1996","","11","Achat unités de tambours
","1800000","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"1997","","11","Achat pièces de rechanges jeep 5604
","865950","DECEMBRE","2023","","PROGRAMMATION LUMUMBA","28/12/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"322","","11","Paiement factures de la Regideso Kin -Ville et Guichet-Unique(Mois de JANVIER 2023)","1800000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"323","","11","Paiement facture IK service ,ramassase des immondices au Guichet-Unique(Mois de JANVIER 2023)","236500","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"324","","11","Paiement loyer bureau Mitendi (Mois de JANVIER 2023)","860000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"325","","11","Frais de communication Unité genre","500000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"326","","11","Frais de communication IRHL","200000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"327","","11","Frais d approvisionnement Frigos bureaux","1260000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"328","","11","Frais de salubrité de la cour","160000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"329","","11","Rétribution aux nettoyeurs","3300000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"331","","11","Achat produits d'entretien","1200000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"332","","11","Achat fourniture de bureaux","15200000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"333","","11","Frais de communication IRT","300000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"334","","11","Frais de communication bureau IFI","500000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"335","","11","Frais de dépôt et  transmission de courriers sec.DP","4200000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"336","","11","Frais de gardiennage véhicules","280000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"337","","11","Collation hébdomadaire  aux policiers de garde","1000000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"338","","11","Achat carburant charroi-auto","22677450","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"339","","11","Frais pour courses de service  IRT","2832000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"340","","11","Frais de transport aux nettoyeurs","980000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"341","","11","Frais de restauration  aux policiers de garde","215000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"342","","11","Prime du comptable ","700000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"343","","11","Frais d'abonnement Internet (  Microcom et Orange)","2422200","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"344","","11","Frais de déplacement,communication à l' inspection des affaires juridiques","2000000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"345","","11","Frais de fonctionnement bureau du DP","3500000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"346","","11","Frais de fonctionnement bureau LEREXCOM","500000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"347","","11","Frais de fonctionnement Guichet -unique","3500000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"348","","11","Frais de fonctionnement Beach-Ngobila","1500000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"349","","11","Frais de fonctionnement bureau NOCAFEX","500000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"350","","11","Frais de fonctionnement SEP","2000000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"351","","11","Frais de fonctionnement Délégation syndicale","1000000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"352","","11","Frais d'abonnement Canal Sat","748000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"353","","11","Collation mensuelle  alloueé aux policiers commis à la garde de canots rapides au Beach- Ngobila (Mois de Février 2023)","1050000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"354","","11","Collation mensuelle  aux policiers de garde","3000000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"355","","11","Frais de recherche pour la lutte contre la fraude","2000000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"357","","11","Frais de communication de  la délégation syndicale","460000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"358","","11","Etat de paie pour l'élaboration de rapport de paie du mois de Décembre 2022","600000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"359","","11","Frais de nettoyage de 02 Bus tata","120000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"360","","11","Frais de communication aux Sous-directions","7000000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"361","","11","paiement facture SCPT,consommation de l'energie électrique au Guichet-Unique (Juin 2022)","5150200","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"362","","11","Frais de communication secrétariat du DP","230000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"364","","11","Frais pour soins médicaux","15000000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"365","","11","Autres cas sociaux","17000000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"367","","11","Collation aux membres de la commussion de discipline dossier kinkadilu (3e tranche)","1198000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"368","","11","Collation aux cadres et agents qui ont assuré le secretariat des reunions de directions","1200000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"370","","11","Prime aux cadres et agents pour travaux intensifs relatifs à la recolte des données en rapport avec des assignations","3000000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"371","","11","Collation aux cadres et agents ayant participé à l'élaboration du rapport d'activités mois de Novembre 2022","1980000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"372","","11","Collation pour la surveillance des travaux de réamenagement des toilettes effectué le 15/01/2023 Massamba","260000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"373","","11","frais de manutention malle des archives de la DGDA à l'entrepot ELIT","300000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"374","","11","Achat 02 batteries 20 AH 12 V pour le Bus Leyland","1176000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"375","","11","Paiement factures de la SNEL pour le bureau Mitendi","260875","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"376","","11","Frais d'entretien de la pompe d'injection ,réparation  et achat pieces de rechange JEEP N°5596","1317000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"377","","11","Frais d'entretien jeep N°4306","399000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"378","","11","Achat d'un cric 10 tonnes  pour la jeep N°8236","147000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
"379","","11","Achat pneus 750 R 16 pour la jeep N°5598","1596000","FEVRIER","2023","","PROGRAMMATION EVE","08/02/2023 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU"
