num_bs_caisse,nbeo
"1984","1516"
"2054","1588"
"2055","1589"
"2056","1590"
"2057","1593"
"2058","1594"
"2059","1595"
"2060","1596"
"2061","1597"
"2062","1598"
"2063","1599"
"2064","1600"
"2065","1601"
"2066","1602"
"2067","1603"
"2068","1604"
"2069","1605"
"2070","1606"
"2071","1607"
"2072","1608"
"2073","1609"
"2074","1610"
"2075","1611"
"2076","1612"
"2077","1613"
"2078","1614"
"1938","1470"
"1939","1471"
"1940","1472"
"1941","1473"
"1942","1474"
"1943","1475"
"1944","1476"
"1945","1477"
"1946","1479"
"1947","1480"
"1948","1481"
"1949","1482"
"1950","1478"
"1951","1483"
"1952","1484"
"1953","1485"
"1954","1486"
"1955","1487"
"1956","1488"
"1957","1489"
"1958","1490"
"1959","1491"
"1960","1492"
"1961","1493"
"1985","1517"
"1986","1518"
"1987","1519"
"1988","1520"
"1989","1521"
"1990","1522"
"1991","1523"
"1992","1524"
"1993","1525"
"1994","1526"
"1995","1527"
"1996","1528"
"1997","1529"
"1998","1530"
"1999","1531"
"2000","1532"
"2001","1533"
"2002","1534"
"2003","1535"
"2004","1536"
"2005","1537"
"2006","1538"
"2007","1539"
"2079","1615"
"2080","1617"
"2081","1617"
"2082","1618"
"2083","1619"
"2084","1621"
"2085","1622"
"2086","1623"
"2087","1625"
"2088","1626"
"2089","1627"
"2090","1628"
"2091","1629"
"2092","1630"
"2093","1631"
"2094","1632"
"2095","1633"
"2096","1582"
"2097","1583"
"2098","1591"
"2099","1592"
"2100","1634"
"2101","1635"
"2102","1636"
"2103","1637"
"2104","1638"
"2105","1639"
"2106","1640"
"2107","1641"
"2108","1642"
"2109","1643"
"2110","1644"
"2111","1645"
"2112","1646"
"2113","1647"
"2114","1648"
"2115","1649"
"2116","4051"
"2117","4052"
"2118","4053"
"2119","4054"
"2120","4055"
"2121","4059"
"2122","4060"
"2123","4061"
"2124","4062"
"2125","4064"
"2126","4059"
"2127","4056"
"2128","4057"
"2129","4058"
"2130","4063"
"2131","4065"
"2132","4066"
"2133","4068"
"2134","4069"
"2135","4902"
"2136","4903"
"2137","4904"
"2138","4905"
"2139","4906"
"2140","4907"
"2141","4908"
"2142","4909"
"2143","4910"
"2144","4911"
"2145","4912"
"2146","4913"
"2147","4914"
"2148","4915"
"2149","4906"
"2150","4917"
"2151","4918"
"2152","4919"
"2153","4920"
"2154","4921"
"2155","4922"
"2156","4923"
"2157","4924"
"2158","4925"
"2159","4926"
"2160","4927"
"2161","4928"
"2162","4929"
"2163","4930"
"2164","4931"
"2165","4937"
"2166","4938"
"2167","4932"
"2168","4933"
"2169","4934"
"2170","4935"
"2171","4401"
"2172","4402"
"2173","4403"
"2174","4404"
"2175","4405"
"2176","4406"
"2177","4407"
"2178","4408"
"2179","4409"
"2180","4410"
"2181","4411"
"2182","4412"
"2183","4413"
"2184","4414"
"2185","4415"
"2186","4416"
"2187","4417"
"2188","4418"
"2189","4419"
"2190","4420"
"2191","4421"
"2192","4422"
"2193","4423"
"2194","4424"
"2195","4425"
"2196","4426"
"2197","4427"
"2198","4429"
"2199","4430"
"2200","4431"
"2201","4432"
"2202","4433"
"2203","4434"
"2204","4435"
"2205","1937"
"2206","1939"
"2207","1940"
"2208","1941"
"2209","1942"
"2210","1943"
"2211","1944"
"2212","1945"
"2213","1946"
"2214","1947"
"2215","1948"
"2216","1949"
"2217","1950"
"2218","6501"
"2219","6502"
"2220","6503"
"2221","6504"
"2222","6505"
"2223","6506"
"2008","1540"
"2009","1541"
"2010","1542"
"2011","1543"
"2012","1544"
"2013","1545"
"2014","1546"
"2015","1547"
"2016","1548"
"2017","1549"
"2018","1550"
"2019","1513"
"2020","1551"
"2021","1552"
"2022","1553"
"2023","1554"
"2024","1560"
"2025","1561"
"2026","1555"
"2027","1556"
"2028","1557"
"2029","1559"
"2030","1562"
"2224","6507"
"2225","6508"
"2226","6509"
"2227","6510"
"2228","6511"
"2229","6512"
"2230","6513"
"2231","6514"
"2232","6515"
"2233","6516"
"2234","6517"
"2235","6518"
"2236","6519"
"2237","6520"
"2238","6521"
"2239","6522"
"2240","6523"
"2241","6524"
"2242","6525"
"2243","6526"
"2244","6527"
"2245","6528"
"2246","6529"
"2247","6530"
"2248","6531"
"2249","6532"
"2250","6533"
"2251","6534"
"2252","6535"
"2253","6536"
"2254","6537"
"2255","6538"
"2256","6539"
"2257","6540"
"2258","6541"
"2259","6542"
"2260","6543"
"2261","6544"
"2262","6535"
"2263","6546"
"2264","6547"
"2265","6548"
"2266","6549"
"2267","6550"
"2268","6551"
"2316","6032"
"2317","6033"
"2318","6034"
"2319","6035"
"2320","6036"
"2321","6037"
"2322","6039"
"2323","6040"
"2324","6041"
"2325","6042"
"2326","6043"
"2327","6044"
"2328","6045"
"2329","6046"
"2330","6047"
"2331","6048"
"2332","6049"
"2333","6050"
"2334","6951"
"2335","6951"
"2336","6952"
"2337","6953"
"2338","6954"
"2339","6955"
"2340","6956"
"2341","6957"
"2342","6958"
"2343","6959"
"2344","6960"
"2345","6961"
"2346","6962"
"2347","6963"
"2348","6964"
"2349","6965"
"2350","6966"
"2351","6967"
"2352","6968"
"2353","6969"
"2354","6970"
"2355","6971"
"2356","6972"
"2357","6973"
"2358","6974"
"2359","6975"
"2360","6976"
"2361","6977"
"2386","7000"
"2387","6751"
"2388","6752"
"2389","6753"
"2390","6754"
"2391","6762"
"2392","6763"
"2393","6764"
"2394","6765"
"2395","6766"
"2396","6767"
"2397","6768"
"2398","6769"
"2399","6770"
"2400","6771"
"2401","6772"
"2402","6773"
"2403","6774"
"2404","6775"
"2405","6776"
"2406","6976"
"2407","6977"
"2408","6978"
"2409","6979"
"2410","6980"
"2411","6981"
"2412","4940"
"2413","4941"
"2414","4942"
"2415","4943"
"2416","4944"
"2417","4945"
"2418","4946"
"2419","4947"
"2420","6993"
"2421","4948"
"2422","4949"
"2423","6777"
"2424","6778"
"2425","6779"
"2426","6780"
"2427","6781"
"2428","6782"
"2429","6783"
"2430","6784"
"2431","6785"
"2432","6786"
"2433","6787"
"2434","6788"
"2435","6789"
"2436","6790"
"2437","6791"
"2438","6989"
"2439","6792"
"2440","6793"
"2441","6794"
"2442","6795"
"2443","6796"
"2444","6797"
"2445","6798"
"2446","6799"
"2447","6800"
"2448","6755"
"2449","6756"
"2450","6757"
"2451","6758"
"2452","6758"
"2453","6759"
"2454","6760"
"2031","1563"
"2032","1564"
"2033","1565"
"2034","1566"
"2035","1567"
"2036","1568"
"2037","1569"
"2038","1570"
"2039","1572"
"2040","1558"
"2041","1573"
"2042","1574"
"2043","1575"
"2044","1576"
"2045","1577"
"2046","1578"
"2047","1579"
"2048","1580"
"2049","1581"
"2050","1584"
"2051","1586"
"2052","1577"
"2053","1587"
"2269","6552"
"2270","6553"
"2271","6554"
"2272","6555"
"2273","6556"
"2274","6557"
"2275","6558"
"2276","6559"
"2277","6560"
"2278","6561"
"2279","6562"
"2280","6563"
"2281","6564"
"2282","6565"
"2283","6566"
"2284","6567"
"2285","6001"
"2286","6002"
"2287","6003"
"2288","6004"
"2289","6005"
"2290","6006"
"2291","6007"
"2292","6008"
"2362","6978"
"2363","6979"
"2364","6980"
"2365","6981"
"2366","6982"
"2367","6983"
"2368","6984"
"2369","6985"
"2370","6986"
"2371","6987"
"2372","6988"
"2373","6990"
"2374","6991"
"2375","6992"
"2376","6693"
"2377","6994"
"2378","6995"
"2379","4070"
"2380","7593"
"2381","4235"
"2382","6996"
"2383","6997"
"2384","6998"
"2385","6999"
"2455","6761"
"2456","6051"
"2457","6052"
"2458","6053"
"2459","6054"
"2460","6055"
"2461","6056"
"2462","6057"
"2463","6058"
"2464","6059"
"2465","6060"
"2466","6061"
"2467","6062"
"2468","4951"
"2469","4952"
"2470","4953"
"2471","4954"
"2472","4955"
"2473","4956"
"2474","4957"
"2475","4958"
"2476","4959"
"2477","4960"
"2478","4961"
"2479","4962"
"2480","6063"
"2481","6064"
"2482","6065"
"2483","6066"
"2484","6067"
"2485","6068"
"2486","6070"
"2487","6071"
"2488","6072"
"2489","6073"
"2490","6074"
"2491","4963"
"2492","4964"
"2493","4965"
"2494","4966"
"2495","4967"
"2496","4968"
"2497","4969"
"2498","4970"
"2499","4971"
"2500","4972"
"2501","4973"
"2502","4974"
"2503","4975"
"2504","4976"
"2505","4977"
"2506","4978"
"2507","4978"
"2508","4979"
"2509","4980"
"2510","4981"
"2511","4982"
"2512","4983"
"2513","4984"
"2514","4985"
"2515","4986"
"2516","4987"
"2517","4988"
"2518","4989"
"2519","4990"
"2520","4991"
"2521","4992"
"2522","4994"
"2523","4993"
"2524","4995"
"2525","4996"
"2526","4997"
"2527","4998"
"2528","4999"
"2529","5000"
"2530","6801"
"2531","6802"
"2532","6803"
"2533","6804"
"2534","6805"
"2535","6806"
"2536","6807"
"2537","6808"
"2538","6809"
"2539","6810"
"2540","6811"
"2541","6812"
"2542","6813"
"2543","6814"
"2544","6815"
"2545","6816"
"2546","6807"
"2547","6834"
"2548","6835"
"2549","6836"
"2550","6837"
"2551","6838"
"2552","6839"
"2553","6840"
"2554","6841"
"2555","6842"
"2556","6843"
"2557","6844"
"2558","6845"
"2559","6846"
"2560","6847"
"2561","6848"
"2562","6849"
"2563","6850"
"2564","6851"
"2565","6852"
"2566","6853"
"2567","6854"
"2568","6855"
"2569","6856"
"2570","6857"
"2571","6858"
"2293","6009"
"2294","6010"
"2295","6011"
"2296","6012"
"2297","6013"
"2298","6014"
"2299","6015"
"2300","6016"
"2301","6017"
"2302","6018"
"2303","6019"
"2304","6020"
"2305","6021"
"2306","6022"
"2307","6024"
"2308","6025"
"2309","6026"
"2310","6027"
"2311","6026"
"2312","6028"
"2313","6029"
"2314","6030"
"2315","6031"
"2572","6859"
"2573","6860"
"2574","6861"
"2575","6862"
"2576","6863"
"2577","6864"
"2578","6865"
"2579","6866"
"2580","6867"
"2581","6869"
"2582","6869"
"2583","6872"
"2584","684"
"2585","6879"
"2586","6880"
"2587","6882"
"2588","6883"
"2589","6884"
"2590","6885"
"2591","6886"
"2592","6887"
"2593","6888"
"2594","6889"
"2595","6890"
"2596","6891"
"2597","6892"
"2598","6893"
"2599","6894"
"2600","6895"
"2601","6896"
"2602","6897"
"2603","6898"
"2604","6899"
"2605","6900"
"2606","4551"
"2607","4552"
"2608","4553"
"2609","4554"
"2610","4555"
"2611","4556"
"2612","4557"
"2613","4558"
"2614","4558"
"2615","4559"
"2616","4560"
"2617","4562"
"2618","4563"
"2619","4565"
"2620","4566"
"2621","4567"
"2622","4568"
"2623","4569"
"2624","4570"
"2625","4571"
"2626","4572"
"2627","4573"
"2628","4574"
"2629","4575"
"2630","4576"
"2631","4577"
"2632","4578"
"2633","4579"
"2634","4580"
"2635","4581"
"2636","4582"
"2637","4583"
"2638","4584"
"2639","4586"
"2640","4587"
"2641","4588"
"2642","4589"
"2643","4590"
"2644","4591"
"2645","4592"
"2646","4593"
"2647","4594"
"2648","4595"
"2649","4596"
"2650","4597"
"2651","4598"
"2652","4599"
"2653","4600"
"2654","6601"
"2655","6602"
"2656","6603"
"2657","6604"
"2658","6605"
"2659","6606"
"2660","6607"
"2661","6608"
"2662","6609"
"2663","6610"
"2664","6611"
"2665","6612"
"2666","6613"
"2667","6614"
"2668","6615"
"2669","6616"
"2670","6617"
"2671","6618"
"2672","6619"
"2673","6620"
"2674","6621"
"2675","6622"
"2676","6623"
"2677","6624"
"2678","6625"
"2679","6626"
"2680","6628"
"2681","6629"
"2682","6630"
"2683","6631"
"2684","6632"
"2685","6633"
"2686","6634"
"2687","6635"
"2688","6636"
"2689","6637"
"2690","6638"
"2691","6639"
"2692","6640"
"2693","6641"
"2694","6642"
"2695","6643"
"2696","6644"
"2697","6645"
"2698","6646"
"2699","6647"
"2700","6648"
"2701","6649"
"2702","6650"
"2703","6758"
"2704","6759"
"2705","6760"
"2706","6761"
"2707","4950"
"2708","5577"
"2709","5578"
"2710","5579"
"2711","4118"
"2712","6874"
"2713","6651"
"2714","6652"
"2715","6653"
"2716","6654"
"2717","6655"
"2718","6656"
"2719","6657"
"2720","6658"
"2721","6659"
"2722","6660"
"2723","6661"
"2724","6662"
"2725","6663"
"2726","6664"
"2727","6665"
"2728","6666"
"2729","6667"
"2730","6668"
"2731","6669"
"2732","6670"
"2733","6671"
"2734","6672"
"2735","6673"
"2736","6674"
"2737","6675"
"2738","6676"
"2739","6677"
"2740","6678"
"2741","6679"
"2742","6680"
"2743","6681"
"2744","6683"
"2745","6684"
"2746","6685"
"2747","6686"
"2748","6687"
"2749","6688"
"2750","6689"
"2751","6690"
"2752","6691"
"2753","6692"
"2802","42221"
"2803","4222"
"2804","4223"
"2805","4224"
"2806","4225"
"2807","4226"
"2808","4227"
"2809","4228"
"2810","4229"
"2811","4585"
"2812","4230"
"2813","4231"
"2814","4231"
"2815","4232"
"2816","4233"
"2817","4234"
"2818","4235"
"2819","4236"
"2820","4237"
"2821","4238"
"2822","4239"
"2823","4240"
"2824","4241"
"2825","4242"
"2826","4243"
"2827","4244"
"2828","4245"
"2829","4246"
"2830","4247"
"2831","4248"
"2832","4249"
"2833","4250"
"2834","4801"
"2835","4802"
"2836","4803"
"2837","4804"
"2838","4805"
"2839","4806"
"2840","4805"
"2841","4807"
"2842","4808"
"2843","4809"
"2844","4810"
"2845","4811"
"2846","4812"
"2847","4813"
"2848","4814"
"2849","4815"
"2850","4816"
"2851","4817"
"2852","4848"
"2853","4819"
"2854","4820"
"2855","4821"
"2856","4822"
"2857","4823"
"2858","4824"
"2859","4825"
"2860","4826"
"2861","4827"
"2862","4828"
"2863","4829"
"2864","4830"
"2865","4831"
"2866","4832"
"2867","4833"
"2868","4834"
"2869","4835"
"2870","4836"
"2871","4837"
"2872","4838"
"2895","6716"
"2896","6717"
"2897","6718"
"2898","6719"
"2899","6720"
"2900","6721"
"2901","6722"
"2902","6723"
"2903","6705"
"2904","6724"
"2905","6725"
"2906","6726"
"2907","6727"
"2908","6728"
"2909","6729"
"2910","6730"
"2911","6732"
"2912","6733"
"2913","6734"
"2914","6735"
"2915","6736"
"2916","6737"
"2917","6738"
"2918","6739"
"2919","6740"
"2920","6741"
"2921","6742"
"2922","6743"
"2923","6743"
"2924","6745"
"2925","6746"
"2926","6747"
"2927","6748"
"2928","6749"
"2929","6750"
"2930","6819"
"2931","6820"
"2932","6821"
"2933","6822"
"2934","6823"
"2935","6824"
"2936","6825"
"2937","6826"
"2938","6827"
"2939","6828"
"2940","6829"
"2964","3320"
"2965","3321"
"2966","3322"
"2967","3323"
"2968","3324"
"2969","3325"
"2970","3326"
"2971","3327"
"2972","3329"
"2973","3329"
"2974","3330"
"2975","3331"
"2976","3332"
"2977","3333"
"2978","3334"
"2979","3335"
"2980","3336"
"2981","3337"
"2982","3338"
"2983","3339"
"2984","3340"
"2985","3341"
"2986","3342"
"3011","3271"
"3012","3272"
"3013","3273"
"3014","3274"
"3015","3281"
"3016","3283"
"3017","3284"
"3018","3285"
"3019","3286"
"3020","3287"
"3021","3288"
"3022","3289"
"3023","3290"
"3024","3291"
"3025","3292"
"3026","3293"
"3027","3294"
"3028","3295"
"3029","3296"
"3030","3298"
"3031","3266"
"3032","3267"
"3033","3268"
"2754","6693"
"2755","6694"
"2756","6695"
"2757","6696"
"2758","6697"
"2759","6698"
"2760","6699"
"2761","6700"
"2762","4101"
"2763","4102"
"2764","4103"
"2765","4104"
"2766","4105"
"2767","4107"
"2768","4108"
"2769","4109"
"2770","4110"
"2771","4111"
"2772","4112"
"2773","4113"
"2774","4114"
"2775","4115"
"2776","4116"
"2777","4117"
"2873","4839"
"2874","4840"
"2875","4841"
"2876","4842"
"2877","4843"
"2878","4844"
"2879","4845"
"2880","4846"
"2881","6701"
"2882","6702"
"2883","6703"
"2884","6704"
"2885","6706"
"2886","6707"
"2887","6708"
"2888","6709"
"2889","6710"
"2890","6711"
"2891","6712"
"2892","6713"
"2893","6714"
"2894","6715"
"2941","6830"
"2942","6831"
"2943","6832"
"2944","6833"
"2945","3301"
"2946","3302"
"2947","3303"
"2948","3304"
"2949","3305"
"2950","3306"
"2951","3307"
"2952","3308"
"2953","3309"
"2954","3310"
"2955","3311"
"2956","3312"
"2957","3313"
"2958","3314"
"2959","3315"
"2960","3316"
"2961","3317"
"2962","3318"
"2963","3319"
"2987","3343"
"2988","3344"
"2989","3345"
"2990","3346"
"2991","3347"
"2992","3348"
"2993","3349"
"2994","3350"
"2995","3251"
"2996","3252"
"2997","3253"
"2998","3254"
"2999","3255"
"3000","3256"
"3001","3257"
"3002","3258"
"3003","3259"
"3004","3260"
"3005","3261"
"3006","3262"
"3007","3263"
"3008","3264"
"3009","3265"
"3010","3270"
"3034","3269"
"3035","3275"
"3036","3276"
"3037","3275"
"3038","3276"
"3039","3279"
"3040","3280"
"3041","3299"
"3042","3300"
"3043","3299"
"3044","3300"
"3045","3277"
"3046","3278"
"3047","4071"
"3048","4072"
"3049","4074"
"3050","4077"
"3051","4076"
"3052","6075"
"3053","4077"
"3054","4078"
"3055","4079"
"3056","4080"
"3057","4122"
"3058","4123"
"3059","4124"
"3060","4125"
"3061","4126"
"3062","4127"
"3063","4128"
"3064","4129"
"3065","4136"
"3066","4127"
"3067","4138"
"3068","4139"
"3069","4140"
"3070","4141"
"3071","4142"
"3072","4143"
"3073","4144"
"3074","4145"
"3075","4146"
"3076","4137"
"3077","3340"
"3078","4147"
"3079","4147"
"3080","4148"
"3081","4149"
"3082","4150"
"3083","6251"
"3084","3270"
"3085","4075"
"3086","6252"
"3087","6253"
"3088","6254"
"3089","6255"
"3090","6256"
"3091","6257"
"3092","6258"
"3093","6259"
"3094","6260"
"3095","6261"
"3096","6262"
"3097","6263"
"3098","6264"
"3099","6265"
"3100","6266"
"3101","6267"
"3102","6268"
"3103","6269"
"3104","6270"
"3105","6271"
"3106","6272"
"3107","6273"
"3108","6274"
"3109","6275"
"3110","6276"
"3111","6277"
"3112","6278"
"3113","6279"
"3114","6280"
"3115","6281"
"3116","6282"
"3117","6284"
"3118","6285"
"3119","6286"
"3120","6287"
"3121","6288"
"3122","6289"
"3123","6290"
"3124","6291"
"3125","6292"
"3126","6292"
"3127","6293"
"3128","6294"
"3129","6295"
"3130","6296"
"3131","6297"
"2778","4119"
"2779","4120"
"2780","4121"
"2781","6698"
"2782","6699"
"2783","6700"
"2784","4201"
"2785","4202"
"2786","4203"
"2787","4204"
"2788","4205"
"2789","4207"
"2790","4208"
"2791","4209"
"2792","4210"
"2793","4211"
"2794","4212"
"2795","4213"
"2796","4214"
"2797","4215"
"2798","4216"
"2799","4217"
"2800","4218"
"2801","4219"
"3132","6298"
"3133","6299"
"3134","6301"
"3135","6302"
"3136","6304"
"3137","6306"
"3138","6307"
"3139","6308"
"3140","6309"
"3141","6311"
"3142","6312"
"3143","6313"
"3144","6314"
"3145","6315"
"3146","6316"
"3147","6317"
"3148","6318"
"3149","6319"
"3150","6320"
"3151","6321"
"3152","6322"
"3153","6323"
"3154","6324"
"3178","6350"
"3179","6201"
"3180","6202"
"3181","6203"
"3182","6204"
"3183","6205"
"3184","6206"
"3185","6207"
"3186","6208"
"3187","6209"
"3188","6211"
"3189","6212"
"3190","6213"
"3191","6214"
"3192","6215"
"3193","6216"
"3194","6217"
"3195","6218"
"3196","6219"
"3197","6220"
"3198","6221"
"3199","6222"
"3200","6223"
"3201","6224"
"3202","6225"
"3203","6226"
"3204","6227"
"3205","6228"
"3206","6229"
"3207","6230"
"3208","6231"
"3209","6232"
"3210","6233"
"3211","6234"
"3212","6235"
"3213","6236"
"3214","6237"
"3215","6238"
"3216","6239"
"3217","6240"
"3218","6241"
"3219","6242"
"3220","6243"
"3221","6244"
"3222","6245"
"3223","6246"
"3224","6247"
"3225","6248"
"3226","6249"
"3227","6250"
"3228","3201"
"3229","3202"
"3230","3203"
"3231","3204"
"3232","3205"
"3233","3205"
"3234","3206"
"3235","3206"
"3236","3208"
"3237","3209"
"3238","3210"
"3239","3211"
"3240","3212"
"3241","3213"
"3242","3214"
"3243","3216"
"3244","3215"
"3245","3217"
"3246","3218"
"3247","3219"
"3248","3220"
"3249","3221"
"3274","4092"
"3275","4093"
"3276","4094"
"3277","4095"
"3278","4096"
"3279","4097"
"3280","4098"
"3281","4099"
"3282","4100"
"3283","3151"
"3284","3152"
"3285","3153"
"3286","3154"
"3287","3155"
"3288","3156"
"3289","3157"
"3290","3158"
"3291","3159"
"3292","3160"
"3293","3161"
"3294","3162"
"3295","3163"
"3296","3164"
"3297","3165"
"3298","3166"
"3299","3167"
"3300","3168"
"3301","3169"
"3302","3170"
"3303","3171"
"3304","3172"
"3305","3173"
"3306","3174"
"3307","3175"
"3308","3176"
"3309","3177"
"3310","3178"
"3311","3179"
"3312","3180"
"3313","3181"
"3314","3182"
"3315","3184"
"3316","3185"
"3317","3186"
"3318","3187"
"3319","3188"
"3320","3189"
"3321","3190"
"3322","3191"
"3323","3192"
"3324","3193"
"3325","3194"
"3326","3195"
"3327","3196"
"3328","3197"
"3329","3198"
"3330","3199"
"3331","3200"
"3332","6451"
"3333","6452"
"3334","6453"
"3335","6454"
"3336","6455"
"3337","6460"
"3338","6461"
"3339","6462"
"3340","6463"
"3341","6464"
"3155","6325"
"3156","6326"
"3157","6327"
"3158","6329"
"3159","6330"
"3160","6331"
"3161","6332"
"3162","6333"
"3163","6334"
"3164","6335"
"3165","6336"
"3166","6337"
"3167","6338"
"3168","6339"
"3169","6340"
"3170","6341"
"3171","6342"
"3172","6344"
"3173","6345"
"3174","6346"
"3175","6347"
"3176","6348"
"3177","6349"
"3250","3222"
"3251","3223"
"3252","3224"
"3253","4130"
"3254","4131"
"3255","4132"
"3256","4133"
"3257","4134"
"3258","4135"
"3259","3225"
"3260","3226"
"3261","3227"
"3262","3228"
"3263","3229"
"3264","4081"
"3265","4082"
"3266","4082"
"3267","4084"
"3268","4085"
"3269","4086"
"3270","4087"
"3271","4089"
"3272","4090"
"3273","4091"
"3342","6466"
"3343","6467"
"3344","6468"
"3345","6469"
"3346","6470"
"3347","6471"
"3348","6472"
"3349","6473"
"3350","6474"
"3351","6475"
"3352","6476"
"3353","6477"
"3354","6478"
"3355","6479"
"3356","6480"
"3357","6481"
"3358","6482"
"3359","6483"
"3360","6484"
"3361","6485"
"3362","6486"
"3363","6487"
"3364","6076"
"3365","6488"
"3366","6489"
"3367","6490"
"3368","6491"
"3369","6492"
"3370","6493"
"3371","6494"
"3372","6495"
"3373","6496"
"3374","6497"
"3375","6498"
"3376","6499"
"3377","6500"
"3378","6401"
"3379","6402"
"3380","6403"
"3381","6404"
"3382","6405"
"3383","6406"
"3384","6407"
"3385","6408"
"3386","6409"
"3387","6410"
"3388","6411"
"3389","6412"
"3390","6413"
"3391","6414"
"3392","6415"
"3393","6416"
"3394","6417"
"3395","6419"
"3396","6420"
"3397","6421"
"3398","6422"
"3399","6423"
"3400","6424"
"3401","6425"
"3402","6426"
"3403","6428"
"3404","6429"
"3405","6430"
"3406","6431"
"3407","6432"
"3408","6433"
"3409","6434"
"3410","6435"
"3411","6436"
"3412","6437"
"3413","6438"
"3414","6439"
"3415","6440"
"3416","6441"
"3417","6442"
"3418","6443"
"3419","6443"
"3420","6444"
"3421","6445"
"3422","6446"
"3423","6447"
"3424","6448"
"3425","6449"
"3426","6450"
"3427","6351"
"3428","6352"
"3429","6353"
"3430","6354"
"3431","6355"
"3432","6356"
"3433","6357"
"3434","6358"
"3435","6359"
"3436","6360"
"3437","6361"
"3438","4147"
"3439","4088"
"3440","6362"
"3441","6363"
"3442","6364"
"3443","6365"
"3444","6366"
"3445","6367"
"3446","6368"
"3447","6369"
"3448","6370"
"3449","6371"
"3450","6372"
"3451","6373"
"3452","6374"
"3453","6375"
"3454","6376"
"3455","6377"
"3456","6378"
"3457","6379"
"3458","6381"
"3459","6382"
"3460","6383"
"3461","6384"
"3462","6385"
"3463","6386"
"3464","6387"
"3465","6388"
"3466","6389"
"3467","6390"
"3468","6391"
"3469","6392"
"3470","6393"
"3471","6394"
"3472","6395"
"3473","6396"
"3474","6397"
"3475","6398"
"3476","6399"
"3477","6400"
"3478","3101"
"3479","3102"
"3480","3103"
"3481","3104"
"3482","3105"
"3483","3106"
"3484","3107"
"3485","3108"
"3486","3109"
"3770","6925"
"3771","6926"
"3772","6927"
"3773","6927"
"3774","6928"
"3775","6929"
"3776","6930"
"3777","6931"
"3778","6932"
"3779","6933"
"3780","6934"
"3781","6935"
"3782","6936"
"3783","6937"
"3784","6938"
"3785","6939"
"3786","6940"
"3787","6941"
"3788","6944"
"3789","6945"
"3790","6946"
"3791","6947"
"3792","6948"
"3793","6949"
"3817","506079"
"3818","506080"
"3819","506081"
"3820","506082"
"3821","506083"
"3822","506086"
"3823","506087"
"3824","506088"
"3825","506089"
"3826","506090"
"3827","4673"
"3828","4674"
"3829","4675"
"3830","4676"
"3831","4677"
"3832","4678"
"3833","4679"
"3834","4680"
"3835","4681"
"3836","4682"
"3837","4683"
"3838","6141"
"3863","24701"
"3864","24702"
"3865","24703"
"3866","24704"
"3867","24705"
"3868","24706"
"3869","24707"
"3870","24708"
"3871","6142"
"3872","6144"
"3873","20000"
"3874","24451"
"3875","24451"
"3876","24709"
"3877","24709"
"3878","6091"
"3879","24451"
"3880","24452"
"3881","6091"
"3882","4710"
"3883","4710"
"3884","4710"
"3885","4710"
"3886","4710"
"3887","4709"
"3888","6091"
"3889","6092"
"3890","4711"
"3891","4712"
"3892","4451"
"3893","4452"
"3894","4453"
"3895","4454"
"3896","4455"
"3897","4457"
"3898","4458"
"3899","4459"
"3900","4460"
"3901","4461"
"3902","4463"
"3903","4464"
"3904","4465"
"3905","4466"
"3906","4467"
"3907","4468"
"3908","4469"
"3909","4470"
"3910","4471"
"3911","4472"
"3912","4474"
"3913","4476"
"3914","4477"
"3915","4478"
"3916","4479"
"3917","4480"
"3918","4481"
"3919","4482"
"3920","4485"
"3921","4486"
"3922","4487"
"3923","4488"
"3924","4489"
"3925","4490"
"3926","4493"
"3927","4494"
"3928","4495"
"3929","4498"
"3930","4499"
"3931","4500"
"3932","4751"
"3933","4483"
"3934","4484"
"3935","4491"
"3936","4492"
"3937","4756"
"3938","4783"
"3939","4784"
"3940","4785"
"3941","4786"
"3942","4787"
"3943","4752"
"3944","4753"
"3945","4754"
"3946","4759"
"3947","4760"
"3948","4761"
"3949","4762"
"3950","4713"
"3951","4714"
"3952","4715"
"3953","4717"
"3954","4716"
"3955","4718"
"3956","4719"
"3957","4720"
"3958","4721"
"3959","4496"
"3960","4497"
"3961","4757"
"3962","4758"
"3963","4789"
"3964","4790"
"3965","4791"
"3966","4792"
"3967","4793"
"3968","4795"
"3969","4796"
"3970","4797"
"3971","4798"
"3972","4799"
"3973","4800"
"3974","4794"
"3975","4251"
"3976","4252"
"3977","4253"
"3978","4254"
"3979","4255"
"3980","4256"
"3981","4257"
"3982","4258"
"3983","4259"
"3984","4260"
"3985","4261"
"3986","4262"
"3987","4263"
"3988","4264"
"3989","4265"
"3990","4266"
"3991","4268"
"3992","4269"
"3993","4722"
"3994","4270"
"3995","4271"
"3996","4272"
"3997","4273"
"3998","4274"
"3999","4275"
"4000","4276"
"4001","4277"
"4002","4278"
"4003","4279"
"4004","4280"
"4005","4281"
"3487","3110"
"3488","3111"
"3489","3112"
"3490","3113"
"3491","3114"
"3492","3115"
"3493","3116"
"3494","3117"
"3495","3118"
"3496","3119"
"3497","3120"
"3498","3121"
"3499","3122"
"3500","3123"
"3501","3124"
"3502","3125"
"3503","3126"
"3504","3127"
"3505","3128"
"3506","3129"
"3507","3130"
"3508","3131"
"3509","3132"
"3510","3135"
"3534","6111"
"3535","6112"
"3536","6113"
"3537","6114"
"3538","6115"
"3539","6116"
"3540","6117"
"3541","6118"
