nbeo,code
1312,618120
1313,632840
1314,604130
1316,659800
1315,628100
1317,624000
4835,663841
4836,659800
4837,618120
4838,659800
4839,631000
4840,663841
4841,659800
1318,624000
1319,624000
1320,624000
1321,659800
1384,632831
1385,668340
1322,659800
1347,604710
3993,628100
6247,659800
6248,604720
6249,624000
6250,624000
3201,663841
3202,618120
3203,618120
3204,604210
3994,659800
3995,604210
3205,618120
3206,632831
3207,632831
3208,659800
3209,631000
3210,618120
3211,659800
6111,659800
3996,632540B
3997,604720
6112,604710
6113,605200
6114,624000
6115,624000
6116,663841
6117,624000
6118,618120
6119,663841
4842,604130
4843,604210
4844,624000
4845,624000
4846,604710
6701,624000
6702,604720
6120,618120
6121,618120
6122,624000
6123,668340
6124,624000
6125,668360
6126,618120
6127,632840
6703,604210
6704,663841
6706,618120
6707,604300
6708,628100
6709,605100
6710,624000
3212,605200
3213,632840
3214,618120
3216,659800
3217,663841
3218,659800
3228,618120
6128,668340
6129,618120
6130,618120
6132,624000
6133,624000
6134,604300
6136,604710
6711,624000
6712,659800
6713,604710
6714,604130
6715,624000
6716,668360
6717,632831
6137,632831
6138,618120
6139,632831
6140,604210
6143,605200
6145,604130
6146,659800
6148,624000
6149,626530
6150,659800
93230,604710
93232,632860
93233,632860
3998,632831
4056,632831
4057,632831
4058,632831
4063,668340
6718,663841
6719,632831
6720,668340
6721,632831
6722,632831
6723,632831
6705,618120
1323,628100
1325,605200
1326,638410
1329,638410
1330,626530
1331,618120
1332,632540B
1333,631000
1334,659800
1335,632831
6724,604130
6725,618120
6726,604720
6727,632831
6728,632831
6729,632831
6730,632831
2777,618120
2776,631000
2775,659800
2810,659800
2810,659800
2811,632831
4617,659800
4618,632831
4619,604300
4065,628100
4066,604210
4068,624000
4069,663841
6732,632831
6733,632831
6734,622210
6735,605200
6736,624000
6737,624000
6738,604130
6568,604130
6569,604300
6570,659800
6571,632860
6572,618120
6573,624000
6574,624000
2774,618120
2779,632831
2778,632831
2786,618120
2794,632831
3411,626530
2812,663841
4926,618120
4927,632831
6739,604130
6740,624000
6741,624000
6742,632860
6743,632831
6744,632831
6745,659800
6746,632831
6747,668340
6748,632831
6749,624000
6750,604710
6819,604130
6820,624000
6821,632860
6822,626530
6824,628100
6825,628100
6826,624000
6827,624000
6828,624000
6829,604710
6575,618120
6576,618120
6577,618120
6578,632540B
6579,618120
6580,618120
6581,632831
6758,659800
6759,659800
6760,659800
6761,659800
6830,624000
6831,604710
6582,632831
6583,604710
6832,624000
6833,604720
3301,604130
3302,632860
6584,626530
3303,624000
3304,605200
3305,624000
3306,624000
6585,659800
3307,659800
3308,604720
7594,659800
3310,624000
3311,624000
3312,605200
3313,663841
6586,632860
3314,663841
3277,668340
3278,668360
4071,632831
6587,618120
6588,618120
6589,659800
6590,659800
6591,604210
6592,624000
6593,624000
6594,624000
6595,604300
6596,604710
6598,624000
6599,605200
6600,604720
6151,604710
6152,604210
6153,624000
3315,624000
3316,604210
3317,605200
3318,604710
3319,624000
6154,604210
6155,659800
6156,659800
6157,605200
6158,624000
6159,632831
6160,668360
6161,618120
6163,624000
6164,604720
6165,624000
6166,659800
6167,631000
6168,624000
6169,604720
6170,624000
6171,604720
6172,604210
6173,604710
6174,624000
6175,604720
6176,624000
6177,618120
6178,618120
6179,604130
6180,659800
6182,632831
6184,604710
6186,659800
6187,604130
6188,604130
6194,624000
6195,659800
6196,661257
6197,622210
6198,624000
6200,628100
3320,604710
3321,604710
3322,604300
3323,624000
3324,604720
3325,624000
3326,624000
2783,618120
2800,663841
2784,618120
2799,632540B
2798,663841
2797,628100
2796,632831
3409,659800
2795,618120
2793,632831
2835,659800
2836,605200
2781,618120
2782,668340
2792,632831
2791,632831
2785,659800
2787,632840
3410,604710
2801,659800
4153,628100
4154,604210
4155,604210
4156,632840
4157,624000
4158,624000
4163,618120
2802,628100
2803,659800
2804,604710
2805,659800
2806,632831
2790,618120
2809,604130
2807,624000
2808,659800
64001,604130
64002,663841
64014,618120
4159,604720
4160,604300
4161,624000
4162,659800
4794,632831
1851,632831
3327,604710
3328,624000
3329,659800
3330,624000
3331,638410
3332,632831
3333,604210
2811,632831
2812,663841
2813,618120
2814,618120
2815,618120
2816,618120
2817,618120
3334,618120
3335,628100
3336,624000
3337,604710
3338,659800
3339,604720
2818,631000
2819,604210
2820,604720
2821,659800
2822,668340
2823,668340
2824,659800
2813,618120
2827,663841
2828,618120
2829,618120
2830,618120
2831,618120
2832,604130
2833,632860
2814,618120
1336,632831
1337,632831
1338,632831
1339,632831
1340,632831
1342,659800
1343,659800
1344,659800
2834,624000
2837,604720
2838,659800
2839,604130
2840,659800
2841,659800
2842,659800
2843,604210
2844,604710
2845,663841
2846,659800
2847,659800
2848,624000
2849,659800
2850,659800
2851,659800
2852,659800
2853,663841
2854,604710
2855,659800
2856,604720
2857,659800
2858,659800
2859,624000
4164,604710
4165,668340
4166,604130
4168,604720
2860,604710
2861,659800
2862,618120
2869,604720
2870,631000
2871,659800
2873,628100
2874,618120
2875,659800
1345,624000
1346,659800
1348,618120
1349,631000
1350,659800
3341,624000
3342,604710
3343,604710
3344,624000
3345,624000
3346,624000
3347,604710
2876,604710
2878,638410
2879,638410
2880,659800
2881,663841
2882,663841
2883,659800
2884,604210
2885,604130
2886,659800
2887,622210
2888,661257
2889,624000
2890,659800
2815,618120
6419,604210
6420,631000
6421,624000
6422,604130
6423,604130
6424,604130
6425,604130
6426,604130
6428,618120
6429,604210
6430,618120
6431,624000
6432,624000
6433,626530
6434,624000
6435,624000
6436,624000
6437,659800
6438,624000
6439,624000
6440,663841
2817,618120
2818,631000
96301,624000
6302,604720
6303,659800
2819,604210
2820,604720
2821,659800
2822,668340
2823,668340
2824,659800
2825,604710
2826,632860
3348,604710
3349,604710
3350,604710
3251,604710
3252,604710
3253,628100
2827,663841
2828,618120
2829,618120
2830,618120
2831,618120
2832,604130
2833,632860
2834,624000
2835,659800
2836,659800
2837,604720
2838,659800
2839,604130
2840,659800
2841,659800
2842,659800
2855,659800
3254,668340
3255,632831
3256,604720
3258,659800
3259,624000
3260,604710
4072,632831
2843,604210
2844,604710
2845,663841
2846,659800
2847,659800
2848,624000
2849,604710
2850,659800
3261,604710
3262,624000
3263,624000
3264,624000
3265,624000
3271,632831
63248,604720
64057,604130
64202,618120
62240,663841
6111,604710
6441,659800
6442,624000
6443,663841
6444,605200
6445,663841
6446,604710
6447,624000
6448,624000
6449,604130
6450,624000
2851,659800
2852,659800
2853,663841
2854,604710
6351,624000
6352,618120
6353,604300
6354,624000
3272,626530
3273,659800
3274,624000
3281,663841
3283,632831
3284,668340
3285,668340
2856,604720
2857,659800
2858,604300
2859,659800
2860,604710
2861,659800
2862,618120
64170,604300
2869,604720
2870,631000
2871,604300
4902,638410
4903,624000
4904,659800
4905,632831
4906,618120
4907,618120
4908,604130
2873,628100
2874,618120
2875,659800
2876,604710
2878,638410
2879,638410
2880,659800
2881,663841
2882,663841
2883,659800
2884,604210
2885,604130
2886,659800
2887,622210
3286,618120
3287,632831
3288,626530
3289,663841
3290,604710
3291,604210
3292,628100
2888,661257
2889,624000
2890,659800
2891,631000
2892,604720
2893,624000
2894,632831
2895,632831
2896,632831
2897,632831
2898,632831
2900,618120
3293,663841
3294,618120
3295,668340
3296,632860
3298,659800
3219,663841
62241,628100
6112,631000
563412,659800
563413,663841
6414,661710
63417,659800
3415,624000
3416,628100
3418,659800
3419,624000
3420,624000
3421,624000
3422,624000
3423,638410
3424,628100
6113,659800
6304,604130
6305,632831
6306,632831
3426,638410
3427,659800
3428,628100
3429,605100
3430,632831
3431,632831
3432,632831
3433,632831
3434,632831
3435,632831
3436,632831
3437,632831
3438,632831
3439,632831
3440,632831
4909,618120
4910,604210
4911,618120
4912,618120
4913,618120
4914,624000
4915,618120
4916,659800
3267,604710
3220,632831
3268,663841
3269,618120
4074,618120
4917,604210
4918,618120
4919,618120
4920,604210
4921,604210
4922,618120
4923,618120
4924,618120
3275,604210
3276,618120
3279,618120
3280,618120
3299,618120
3300,604710
3956,604720
3957,659800
3999,659800
4000,604710
1860,624000
1861,659800
1862,624000
1863,605200
1864,624000
1881,659800
1885,604710
1886,604710
1887,604210
1888,624000
1889,605200
1901,618120
1902,624000
1890,604720
1891,659800
1892,604130
1893,604720
1894,604710
4862,659800
4863,604710
4864,624000
3221,632831
3222,668360
3223,632831
4865,604720
4866,663841
4867,624000
4868,604720
4869,659800
4870,624000
4871,604710
4872,659800
4873,624000
4874,604710
4875,604720
4882,632831
4883,632831
4884,632831
4885,659800
4886,663841
4887,659800
4888,624000
4889,632831
4890,632831
4891,628100
4892,661257
4893,604130
4894,659800
4897,626530
4898,628100
4899,628100
4900,626530
3969,604710
3970,628100
1801,624000
1802,624000
1803,624000
1804,624000
1805,628100
1806,659800
1807,659800
1808,632860
1809,605200
1811,659800
1812,624000
1813,624000
1814,624000
1815,624000
1817,624000
1818,659800
1820,604710
1821,659800
1822,624000
1823,624000
1825,659800
1826,604710
1827,604710
1828,604710
1829,659800
1830,659800
3224,604210
3229,628100
4925,604210
1831,659800
1833,605200
1833,659800
1834,624000
1835,628100
1836,624000
1837,604300
1838,659800
1839,624000
1840,624000
1841,604130
1842,604710
1843,604710
1844,604710
1845,604710
1846,604710
1847,605200
1848,604710
1849,604720
1850,624000
7851,659800
7852,632831
7853,638410
7854,638410
7855,604130
7856,622210
7857,604130
7858,604130
7859,604710
7860,604710
7861,604130
7862,604710
7863,624000
7864,624000
7865,604710
7866,659800
7867,659800
3985,605100
3989,604130
1866,659800
1868,628100
1869,604130
1870,604210
1871,659800
1872,632860
1873,624000
1874,659800
1875,659800
1876,632860
7943,618120
4130,604210
4131,604710
4132,604710
4133,604720
4134,605200
4135,659800
7867,659800
7868,604720
3958,604710
1880,604720
1908,604710
4928,668340
4929,618120
4930,659800
4931,631000
4937,604720
4938,604720
1910,618120
1911,668340
1919,632831
1819,663841
1912,632831
1913,618120
1914,632540B
1915,632540B
3226,659800
4081,604210
4082,618120
4083,618120
7869,604720
1917,632831
1918,632831
1924,632831
1931,659800
1932,604210
1933,624000
1934,631000
1935,604720
1936,604300
4084,604130
4085,618120
4086,624000
4087,659800
4089,624000
4090,659800
4091,624000
4092,604210
4093,624000
4094,632831
4095,659800
4096,632831
4097,624000
4098,638410
7870,604720
7871,604720
7872,624000
7873,624000
7874,659800
7875,632860
7876,624000
3992,618120
1859,659800
3536,628100
7877,605200
7878,659800
7879,659800
7880,604720
7881,604130
7882,624000
7883,659800
7884,624000
7885,604710
7886,659800
7887,604710
7888,624000
7889,604210
7890,624000
7891,624000
7892,659800
7893,604710
7894,605200
7895,604720
7896,624000
7897,624000
7898,659800
7899,632831
4932,604210
4933,618120
4934,668340
4935,624000
78900,632831
7901,632860
7902,605200
7903,632540B
7904,604710
7905,604720
7906,605200
7907,659800
4099,638410
4100,624000
3151,663841
3152,624000
3153,659800
3154,663841
3155,624000
7908,659800
7909,626530
7910,618120
7911,663841
7912,659800
7913,631000
7914,632840
7915,659800
1903,618120
1904,604720
1905,604710
1906,624000
1907,604210
7916,618120
7917,663841
7918,632831
7919,632831
7920,632831
7921,632831
7922,632831
7923,632831
7924,624000
7926,632831
7927,632831
7928,632831
7929,632831
7930,659800
7931,663841
7932,618120
7933,628100
7934,624000
7935,604720
7936,604210
7937,604210
7938,618120
7939,632860
7940,624000
7941,604710
7942,663841
7973,638410
7944,604720
7945,624000
7946,624000
7947,663841
7948,626530
7949,663841
7950,624000
7951,659800
7952,628100
7953,663841
7954,604710
7955,663841
7956,632831
7957,663841
7958,604710
3156,631000
3157,624000
3158,624000
3159,663841
3160,624000
3161,638410
3162,663841
7959,632831
7960,632831
1694,618120
1920,632831
1921,632831
1922,632831
7971,663841
1923,632831
1925,632831
1926,604720
1927,604210
1928,624000
1929,604710
1930,605200
1937,659800
1938,659800
1939,604210
1940,659800
1941,604720
7972,663841
7978,604210
7979,631000
7980,659800
1942,605200
1943,605200
1944,624000
1945,624000
1946,659800
1947,618120
1948,663841
1949,659800
1950,624000
7961,659800
7962,659800
7963,605200
7964,604710
7967,604210
7970,604720
7965,632831
7966,632831
7968,632831
7969,632831
7988,605100
7989,626530
7991,604710
7992,604130
7993,604300
7994,626530
7995,631000
3163,663841
3164,618120
7996,628100
7997,631000
7999,659800
8000,628100
1952,659800
1953,624000
1954,622210
1955,628100
1956,659800
1957,632831
1958,632831
1959,632831
1960,632831
7973,604210
7974,604710
1708,632840
7975,624000
7976,624000
7977,659800
1961,659800
1962,628100
1963,604720
1964,624000
1965,604710
1966,604720
4620,659800
4622,604720
1852,632831
1967,659800
1968,638410
1969,659800
1970,659800
1971,624000
1972,628100
1973,628100
1974,628100
1975,663841
1976,604130
1977,624000
1978,624000
1979,624000
1980,624000
1981,604720
1982,624000
1983,624000
1984,624000
1985,604720
1986,659800
1987,628100
1988,628100
4002,618120
4003,663841
4004,604710
4005,659800
4006,624000
4007,632831
4008,632831
4009,632831
4010,632831
4011,632831
4012,632831
4013,632831
4014,632831
4015,668340
4016,632831
4017,624000
4018,659800
4019,624000
4169,604210
4251,604720
4020,628100
4021,604710
4022,631000
4023,632860
4024,624000
4025,631000
4026,659800
4027,624000
4028,618120
4029,624000
4030,604720
4031,663841
4032,624000
4033,659800
4034,659800
4035,604720
4036,624000
4037,624000
4038,624000
4042,632840
4043,668340
4044,659800
4045,663841
4046,632831
4047,632831
4048,632831
4049,659800
4050,632831
7801,663841
7802,618120
7804,663841
7819,659800
7820,632860
7821,624000
7822,605200
7823,659800
3165,624000
3166,618120
3167,663841
3168,659800
3169,624000
7824,624000
4401,604130
4402,618120
4403,659800
4404,632540B
7825,604720
7826,663841
7827,604130
7828,659800
7830,659800
7831,624000
3170,632831
3171,632831
3172,632831
3173,604710
3174,624000
3175,632831
3176,632831
3177,624000
7832,624000
7833,604720
7834,624000
7835,624000
7836,604720
7837,663841
7838,663841
7839,604210
7840,604710
7841,659800
7842,604710
7843,604300
7844,659800
7845,618120
7846,631000
7847,659800
7848,632831
3178,632831
3179,632831
3180,624000
3181,618120
3182,632831
3184,618120
3185,618120
3186,668360
7849,632831
7850,632831
1650,604710
1651,604710
1652,659800
1653,604710
1654,604720
1655,605200
1656,604130
1657,624000
1658,604720
1659,604710
1660,659800
1661,604710
1662,604300
1663,624000
1664,624000
1665,659800
1666,624000
1667,604710
1668,624000
1669,624000
1670,632831
1671,632831
1672,632831
1673,632831
1674,604210
1675,632860
1678,628100
1679,659800
1680,604710
1681,618120
1682,631000
1683,631000
1684,618120
1684,618120
1685,632840
1686,663841
1687,631000
1688,618120
4407,604130
4409,624000
4410,624000
4411,628100
4413,628100
1689,618120
1690,632860
1691,632831
1692,668340
1693,661257
1797,663841
1743,604710
1798,668340
1799,631000
1355,604710
1358,604710
3187,632831
3188,604210
3189,604210
3190,618120
3191,604710
3192,659800
3193,604210
3194,624000
1800,638410
1351,659800
1352,618120
1353,659800
1356,604210
1695,618120
1697,632831
1696,632831
1699,632831
1354,604720
1357,618120
3195,604720
3196,604710
3197,604710
3198,604710
3199,604720
3200,659800
1698,632831
1700,663841
1701,659800
1702,618120
1703,663841
1704,618120
1705,628100
1706,618120
1707,618120
1710,618120
1717,632831
1712,632831
1715,659800
1716,632831
1714,618120
1718,632831
1719,618120
1720,632831
1711,632540B
1721,604710
1722,604720
1723,618120
1359,604720
1360,631000
1361,604720
1724,624000
1725,604710
1726,659800
1727,659800
1728,604720
1729,604210
1730,605200
1731,604130
4170,604210
4171,604130
4415,659800
4416,663841
4417,663841
4418,638410
4419,628100
6517,659800
4173,618120
1732,604710
1733,659800
1734,659800
1735,604710
1737,618120
1738,626530
4174,628100
4175,663841
4177,624000
4178,638410
4420,604210
4421,624000
4422,604210
4423,628100
4424,624000
4425,624000
4426,624000
4427,638410
4429,624000
4430,624000
4431,638410
4432,659800
4433,659800
1739,604710
1740,632831
1741,632831
1742,632831
1363,659800
1745,632831
1746,632831
1747,632831
1748,632831
1749,632831
4434,624000
4435,638410
1937,628100
1939,624000
1940,604130
1941,632860
1942,618120
1750,632831
1751,659800
1752,632831
1754,618120
1755,632831
4040,659800
1990,632831
1992,632831
1753,604710
1756,618120
1757,604710
1758,604720
1759,659800
1760,605200
1761,659800
1762,659800
1763,632860
1764,624000
1943,622210
1944,624000
1945,624000
1946,659800
1947,604710
1948,626530
1949,604130
1950,663841
1765,624000
1766,659800
1767,624000
1768,659800
1769,659800
1770,659800
1771,605200
1772,659800
1773,659800
1774,604710
1775,604710
1776,659800
1777,659800
1778,604720
1779,659800
1780,659800
6501,604130
6502,632860
6503,624000
6504,624000
6505,624000
6506,624000
6507,659800
6508,624000
1781,624000
1782,604710
1783,604300
1784,624000
1785,604720
1786,659800
1787,604710
1788,632831
1789,632831
1790,604210
1791,659800
1792,618120
1795,604710
3109,632831
1796,624000
1793,632840
1794,618120
3367,604300
3368,604130
3369,659800
3370,632860
3371,605200
3372,604130
3373,604720
3374,624000
3010,624000
3002,632831
6509,624000
6510,624000
6511,624000
6512,604210
6513,659800
6514,624000
6515,624000
6516,604720
3394,632831
3395,632831
3375,659800
3376,659800
3377,604210
3387,631000
3378,626530
3379,659800
3380,659800
3381,624000
3382,663841
3383,604710
3384,632831
3001,632530
3012,632831
3013,618120
3385,628100
3386,659800
3014,663841
3015,663841
3016,628100
3017,618120
3018,663841
3388,618120
3011,604210
1991,632831
3396,632831
3397,668340
3398,632831
3399,632831
3400,632831
3019,659800
3020,618120
3021,618120
3022,632840
3026,618120
1993,632831
4039,604720
4041,659800
7803,618120
3003,632831
3004,632831
3005,632831
3006,632831
3007,632831
3008,632831
3024,663841
3025,632831
6518,659800
6519,624000
6520,624000
6521,624000
6522,624000
6523,624000
6524,604710
6525,624000
6526,624000
6528,659800
6529,604720
6530,604720
6531,604720
6067,604710
6532,604720
6533,624000
6534,624000
6535,604720
6536,604720
6537,624000
6538,624000
6539,604710
6540,624000
6541,605200
6542,604720
6543,604720
6544,632860
6545,624000
6546,604720
6547,624000
6548,624000
6549,604710
6550,624000
6551,659800
6552,624000
6553,624000
6554,604710
6555,624000
6556,604710
6557,604710
6558,624000
6559,624000
6560,624000
6561,624000
6562,604710
6563,624000
6564,604720
6565,604710
6566,604300
6001,604710
6002,604300
6003,618120
6004,624000
4235,604710
6005,618120
6006,604130
6007,618120
6008,618120
6009,605200
6010,604210
6011,604710
6013,605100
6014,604710
6015,604130
6016,632860
6017,618120
6018,668340
6019,659800
6020,632831
3009,632831
3389,618120
3390,604710
3391,624000
3392,659800
3393,624000
3027,659800
3028,663841
3029,604710
3030,659800
3031,604710
3032,659800
3033,624000
3034,659800
3035,604710
3036,624000
3037,604710
3038,624000
3048,604710
3049,624000
3039,632831
3040,632831
3041,632831
3042,632831
3043,632831
3044,632831
3045,632831
3046,618120
3047,668340
3051,659800
3052,604210
3053,604130
3054,631000
3055,618120
3056,604130
3057,604710
3058,659800
3059,638410
3060,659800
3061,632831
3063,632831
6021,659800
6022,659800
6024,624000
6025,624000
6027,663841
6026,604720
6028,604130
6029,632831
3062,604710
1709,618120
3064,631000
3065,659800
3066,663841
3067,631000
3068,632860
3050,624000
3069,632540B
3070,659800
3071,604300
3072,632540B
3073,659800
3074,604300
3075,659800
3076,604710
3077,604210
3078,605200
3079,604720
3080,659800
3081,624000
3082,604130
3083,659800
6030,668340
6031,668360
6032,668340
6033,632831
6034,632831
6035,632831
6036,663841
6037,631000
4179,663841
3084,624000
3085,624000
3086,605200
3087,659800
3088,663841
3089,604720
3090,618120
3091,618120
3092,632840
3093,638410
3094,624000
3095,626530
3096,631000
3122,632831
6039,618120
6040,663841
6041,663841
6042,604130
6044,618120
6045,632540B
6046,618120
3097,632831
3098,618120
3123,632831
3124,632831
3125,632831
3099,632831
3101,632831
3102,632831
3103,624000
3104,632831
3105,618120
3106,604720
3107,659800
3126,632831
3127,632831
3128,632831
3100,631000
3110,604720
3112,624000
3113,618120
3114,624000
3115,618120
3117,618120
3118,638410
3119,638410
3120,659800
3116,632831
3137,631000
3138,659800
3121,663841
3129,618120
3130,632860
3139,624000
3131,618120
3132,632840
3133,659800
3134,663841
3135,631000
3136,624000
3140,624000
3141,604210
6047,618120
6048,668340
6049,632831
6050,605100
6951,668340
6952,618120
6953,624000
4180,605100
3142,632831
3143,632831
3144,604720
3145,632831
3146,632831
3147,632831
3148,632831
3149,632831
3150,632831
3151,618120
3152,659800
3153,659800
3157,604130
3158,624000
6954,624000
6955,604710
6956,624000
6957,604210
6958,632831
6959,604130
6960,632831
6961,624000
6962,632860
6963,618120
6964,618120
6965,632831
6966,632831
6968,632831
6969,632831
6970,632831
6971,632540B
6972,632540B
6973,659800
6974,632540B
6975,632831
6976,624000
6977,618120
6978,604720
6979,632860
6980,632831
6981,618120
6982,624000
6983,632831
6984,632831
6985,618120
6986,604720
6987,638410
6988,624000
6051,618120
6052,604710
6976,624000
6977,618120
4948,605200
3159,631000
3403,618120
3498,638410
3183,659800
3184,604710
3351,618120
3352,604210
3353,604720
3354,661272
3355,604710
3356,631000
3401,618120
3357,604130
3358,659800
3359,604720
3360,659800
3361,663841
3362,638410
3363,604710
3364,663841
3365,638410
3368,618120
3154,632831
3155,632831
3161,659800
3162,605100
3164,618120
3165,632831
3166,632831
3167,628100
3168,604130
3169,618120
3170,632860
3160,604210
3172,604710
3178,604300
3196,663841
6990,618120
6991,632831
6992,618120
6993,624000
6994,626530
6995,632831
4070,624000
7593,624000
3181,628100
3197,618120
3182,659800
3185,604710
3224,624000
3225,624000
3200,632831
3201,632840
3202,624000
3198,624000
3204,659800
3205,659800
5706,659800
3163,618120
3171,626530
3186,631000
3369,604710
3370,632860
3371,618120
6996,604720
6997,618120
6998,624000
6999,618120
7000,604210
3187,659800
3203,618120
3226,624000
3227,604710
3366,632831
3156,605200
3208,624000
3209,624000
3210,604720
3211,605200
3212,604720
3213,604710
6751,624000
6752,618120
6753,618120
6754,632540B
6762,663841
6763,618120
6764,663841
6765,618120
3214,604720
3216,659800
3215,624000
3217,605200
3221,604210
3222,624000
3251,631000
3228,604710
3252,659800
3253,663841
3254,604210
3255,663841
3256,622210
3263,628100
1709,618120
3257,663841
3229,663841
6766,638410
6767,638410
6768,618120
6769,624000
6770,632840
6771,624000
6772,668340
6773,632831
3258,638410
3259,661257
3261,628100
3262,628100
3264,618120
3265,631000
3266,663841
3267,624000
3268,624000
3269,604210
3270,624000
3271,628100
3272,624000
3273,624000
3274,638410
6774,628100
6775,632540B
6776,628100
3275,604720
3277,624000
3278,624000
3279,604720
3250,628100
3287,604720
3288,631000
3289,663841
3280,632831
3281,632831
3282,668340
3283,632831
3284,663841
3285,632831
3188,624000
3372,618120
3373,638410
3373,618120
3367,663841
3375,659800
3230,605200
3231,624000
3376,632860
3377,604300
3378,604130
3379,604710
3380,604710
3381,659800
3382,604710
3499,632831
3405,605200
2075,604210
2076,604210
3190,604710
3191,624000
3192,604720
3193,663841
3194,624000
3195,659800
3232,604210
3233,604710
3234,659800
3235,659800
3236,604300
3237,659800
3238,604130
6978,604720
6979,632860
6980,632831
6981,618120
4940,604210
4941,604710
4942,604710
4943,659800
4944,624000
4945,604720
4946,624000
4947,624000
4949,604300
6777,632831
6778,632831
6779,632831
6780,632831
6781,626530
6782,604720
6783,659800
6784,604720
6785,624000
6786,624000
6787,605200
6788,604710
6789,659800
6790,624000
3240,604720
3241,659800
3242,624000
3243,632860
3244,604130
3245,604710
3249,604710
3286,659800
3290,632831
3291,632831
3292,632831
3293,632831
3294,632831
3295,632831
3296,632831
3297,632831
6791,663841
6989,604710
6792,624000
6793,624000
6794,632860
6795,604300
6796,624000
6797,624000
3298,668340
3299,668340
3300,632831
3301,632831
3302,632831
3303,632831
3304,632831
3305,632831
3306,605200
3309,659800
3310,638410
3311,632831
3312,632831
3313,663841
3316,663841
2063,618120
3315,663841
3317,618120
3318,618120
3319,618120
3320,663841
3321,668340
3322,668340
3323,626530
6798,628100
6799,624000
6800,604130
3324,659800
3325,632831
3326,624000
3327,631000
3328,663841
3329,659800
3330,663841
3332,632840
3333,605200
3334,632860
3335,618120
3336,618120
3337,624000
3338,618120
3339,659800
3340,659800
3341,659800
3342,604130
3343,618120
3344,624000
3345,659800
2078,668340
2079,604210
2080,659800
6755,624000
6756,624000
6757,624000
4181,668360
4182,668360
6053,604720
6054,632860
6055,624000
6056,659800
6057,624000
6058,604710
6059,604710
6060,604710
6061,624000
6062,604210
4951,624000
4952,604130
4953,624000
4954,604720
4955,624000
4956,604210
4957,624000
4958,659800
4959,604210
4960,605200
4961,618120
4962,618120
6063,624000
6064,624000
6065,624000
6066,624000
3349,628100
3350,618120
3402,618120
3383,604710
3384,659800
3385,624000
3386,624000
3387,604710
3388,659800
3389,604710
3500,632831
2077,618120
3189,659800
3346,632831
3390,624000
3391,624000
3392,624000
3393,604720
3394,624000
3395,659800
2051,632831
2052,632831
3396,604720
3397,624000
3398,604710
3399,604720
2053,632831
3347,632831
3348,632831
3400,604720
3453,618120
3460,632831
3461,632831
3462,632831
3463,632831
3464,631000
3465,659800
3466,659800
3468,604210
3470,659800
3471,624000
3475,604720
3404,604720
3406,604710
3451,663841
3452,632840
3454,632860
3455,624000
3456,618120
3457,659800
3458,604720
3459,631000
3467,632831
6068,624000
6070,624000
6071,624000
3469,668340
3472,632831
3473,632831
3474,632831
3476,605200
2081,626530
2082,604210
2067,668340
3308,659800
3477,659800
3478,659800
3479,663841
3480,632840
3481,618120
3482,618120
3483,618120
3484,618120
3485,659800
3486,659800
3487,604720
3488,618120
3489,618120
3490,631000
3491,631000
3492,632831
3493,631000
2068,659800
2069,663841
3494,604210
2070,668340
2071,604210
2064,604130
3495,604210
3496,631000
2072,604210
2073,632831
2074,624000
6072,624000
6073,604720
6074,604720
3497,632831
2054,659800
2055,659800
2056,668340
2057,659800
4963,624000
4964,624000
4965,618120
4966,618120
4967,604210
4968,618120
4969,624000
4970,631000
4971,624000
4972,604210
4973,618120
4974,618120
4975,632831
4976,632831
4977,632831
2058,618120
2059,632831
2060,632831
2061,659800
2062,659800
2083,659800
4978,604210
4979,632831
4980,632831
4981,632831
4982,632831
4983,661272
4984,604300
2084,604720
4985,618120
4986,632831
4987,624000
4988,659800
4989,618120
4990,618120
4991,624000
4992,628100
2085,659800
2086,659800
2087,659800
3246,604210
2088,604210
2089,605100
2090,626530
2066,632831
2091,631000
2092,668340
2093,632831
2094,659800
2095,668340
2096,604300
2097,624000
2098,659800
2100,604210
2101,663841
2102,663841
2103,663841
2104,663841
2107,632840
2111,659800
2112,659800
2113,604710
2114,632860
2115,618120
2116,604710
2125,622210
4994,659800
4993,604720
4995,632831
4996,632831
4997,632831
4998,632831
4999,604130
5000,624000
2204,659800
2106,604720
2108,604130
2109,628100
2127,604710
2128,628100
2129,628100
2130,628100
2132,628100
2133,659800
2110,618120
2134,628100
2134,663841
2136,618120
2137,618120
2138,618120
2139,618120
2140,618120
2141,632831
2142,632831
2143,632831
2144,632831
6801,624000
6802,659800
6803,604210
6804,604720
6805,604720
6806,604720
6807,604710
6808,604710
2145,632831
2146,632831
2147,632831
2148,632831
2149,632831
2150,632831
2201,659800
2202,659800
2203,631000
2205,663841
2206,659800
2207,661257
2208,638410
2209,632831
2210,632831
2211,632831
2212,632831
2213,632831
2214,632831
2215,632831
2216,632831
2217,632831
2219,624000
2220,624000
2221,624000
2222,624000
2223,628100
2224,663841
2225,663841
2226,624000
6809,618120
6810,618120
6811,604210
6812,624000
6813,632860
6814,628100
6815,632831
6816,632540B
2551,624000
6817,632831
6834,663841
6835,632831
6836,632831
6837,632831
6838,659800
6839,632831
6840,668340
6841,659800
6842,668360
6843,632831
2552,624000
6844,632831
6845,659800
6846,604130
6847,624000
6848,624000
6849,659800
6850,604720
6851,604210
6852,624000
